"V1" "V2"
"1" 0.366227338601739 0.385959967489469
"2" 0.461576230455354 0.829171477525227
"3" 0.395696328610078 0.535636658235672
"4" 0.514640687281471 0.534503141236727
"5" 0.570530479154037 0.838867510454773
"6" 0.823786860057107 0.460526517035464
"7" 0.79018076936836 0.271036339313091
"8" 0.258695658661895 0.513315039933791
"9" 0.0704554312576153 0.174162103019365
"10" 0.70601215473704 0.0190405922206671
"11" 0.810799593960369 0.398908916363044
"12" 0.726962570665195 0.209798613687439
"13" 0.6370153616988 0.564062820108754
"14" 0.154169809581348 0.86265973283028
"15" 0.892128839116224 0.108149377930967
"16" 0.969377056741812 0.443332083409262
"17" 0.265086625488031 0.688462948288111
"18" 0.475112921296917 0.109861206871654
"19" 0.617324863857156 0.638457898920461
"20" 0.501084930886022 0.869109964095856
"21" 0.776512255387854 0.162001725608455
"22" 0.0998319078825342 0.839905298975964
"23" 0.121760019445217 0.90340767311141
"24" 0.291545486352929 0.282968029283425
"25" 0.991848784691184 0.291804038792160
"26" 0.0154423455704058 0.891047363756267
"27" 0.965291297182135 0.547530618485994
"28" 0.16762316111428 0.205772036303712
"29" 0.170541377428232 0.859355914894013
"30" 0.450924234763369 0.886298312770924
"31" 0.945200348699464 0.382292240915131
"32" 0.65961827144457 0.79215154188097
"33" 0.467440112076112 0.970735140874345
"34" 0.146908093666507 0.413898289005404
"35" 0.952337219707538 0.460660408019404
"36" 0.126829586221896 0.704380338728671
"37" 0.751289352084473 0.62688520883581
"38" 0.398186438808951 0.393907833238373
"39" 0.643093148471911 0.664107408194248
"40" 0.792012992816573 0.6419725507989
"41" 0.200286497019601 0.995205490582919
"42" 0.288574227697943 0.0544992381999037
"43" 0.818579338521416 0.979924077119992
"44" 0.304130544063014 0.709880477692659
"45" 0.0811808036646909 0.291271316488571
"46" 0.0607653184264101 0.707780951565559
"47" 0.472449672209484 0.697619283054123
"48" 0.814005669889491 0.0231587011366950
"49" 0.55082086902176 0.401178693089247
"50" 0.356009479216741 0.912294809292842
"51" 0.230577250779954 0.70227146597428
"52" 0.309311745485687 0.625033369427803
"53" 0.231517514855182 0.877373281829558
"54" 0.446309219737571 0.257976883493745
"55" 0.891765262112266 0.864375916747191
"56" 0.389182004097985 0.949717840760745
"57" 0.878033442744985 0.849096523905987
"58" 0.90009072229221 0.278429199581579
"59" 0.942462126959174 0.102152126756514
"60" 0.69499964298617 0.558820380220475
"61" 0.955503363138926 0.976354721541116
"62" 0.275659319866714 0.555517212104321
"63" 0.332421519069069 0.970097289372821
"64" 0.0828952498206278 0.937906607344508
"65" 0.70960036477071 0.0901021969621952
"66" 0.168242070982981 0.915640343773437
"67" 0.645690381387007 0.87086231764115
"68" 0.685743160664989 0.292992035684475
"69" 0.669545182446392 0.104257184265800
"70" 0.372676978325461 0.737271801514211
"71" 0.895638058986918 0.0581296205332693
"72" 0.522572142672224 0.886337768272092
"73" 0.869437124064524 0.493131369696952
"74" 0.662516446193988 0.648701258188889
"75" 0.922883831822025 0.510755350884729
"76" 0.046424626448349 0.672127323468171
"77" 0.332194016614598 0.720313773450988
"78" 0.915484950614327 0.269657350385038
"79" 0.80339175557821 0.610460085090634
"80" 0.982104003615471 0.462901795580944
"81" 0.819725411408863 0.824934978236184
"82" 0.676703698264048 0.941993081535508
"83" 0.144995314654463 0.935260887556024
"84" 0.776884114191526 0.944881997472933
"85" 0.542468799093775 0.0567531883180869
"86" 0.858564737895604 0.93093518912126
"87" 0.268069457905761 0.489584337650127
"88" 0.69315184988219 0.472873079024854
"89" 0.696477406816688 0.825715178821889
"90" 0.939423270973775 0.194397080851064
"91" 0.711544612633198 0.578406402580075
"92" 0.7185195730653 0.187005573880519
"93" 0.856079454154373 0.348855057874612
"94" 0.890463699280215 0.443800493550217
"95" 0.357228009503851 0.134236557729389
"96" 0.940816053242218 0.589911651897437
"97" 0.281186159644665 0.865285948330626
"98" 0.620652940869771 0.187874664011952
"99" 0.866829209010387 0.501832082547034
"100" 0.920677003309588 0.479799163166077
