as.vector.log.thetas.	as.vector.coverage.probs.
5.59310567822688	1
5.23427478820622	0.95
6.51984039013355	1
5.98466861693125	1
3.94147266182107	0.95
5.63919753305709	0.95
4.21037600242702	0.8
5.63178184586226	0.9
5.98969292813428	0.85
5.71163412102587	0.95
4.66829722989174	1
6.60622058087789	0.95
4.45944862512494	1
5.4874964340763	1
4.13542254614793	0.95
3.63676538164769	1
7.08278454608871	0.95
4.52775398138263	0.9
5.164058138564	1
7.44206223951956	0.9
6.01755328891547	0.9
6.07233997010801	0.95
5.75464411928188	0.95
4.94761436422766	0.95
4.563929779288	0.85
4.82467242130195	0.9
4.53632326464808	0.95
5.96597131621433	0.9
4.63848663587003	0.85
3.32307866614756	0.95
3.59782158924148	0.95
5.19113828946975	0.9
4.74582581559097	0.95
6.70786867557861	0.95
4.50068568066413	0.95
6.10403973824121	1
4.12767346867405	1
5.03883651887977	0.95
8.30168071714897	1
7.03709708614762	1
7.41378762043993	1
3.53729019356742	0.9
6.04024562357639	1
5.44384770922093	1
6.83528016097845	1
6.32350384628212	1
5.5103880111447	0.9
4.7381606048265	0.9
4.547680268244	1
5.55406812923908	1
5.34194636731455	0.85
7.06049514009076	0.9
5.98509047181139	1
6.06828662148877	1
5.88538038585467	0.95
5.1435743037416	0.9
3.69371553870249	0.9
4.80798424772438	0.9
6.19560490933339	1
3.02635120275306	0.95
5.81676048314575	0.95
7.57683447048669	0.85
3.79797327868351	0.9
3.42983801390832	0.9
6.2400150203568	0.95
5.2147976123443	1
4.65451134501421	1
6.43689896254529	0.95
6.39744162674112	0.95
5.07191340584914	0.95
4.37023521200471	0.95
5.88009514431485	1
4.93542936330927	1
6.57567069215082	0.9
5.79778859096682	1
5.15211448986077	0.95
6.80954425822444	0.9
6.76318387466688	1
4.08558913270308	0.9
8.22147448119284	0.9
7.41253487652538	0.9
3.91637791932893	1
4.986265875395	1
7.05334205145195	1
3.28098404196305	1
5.10872977371245	0.95
3.83951686732022	1
5.70888282937109	0.95
5.39470235769427	1
4.55905223352336	1
4.70661573732047	0.95
7.45709881298732	0.95
3.88420693751654	1
4.2759129165452	0.9
5.97925934554782	0.85
4.48778377088311	1
5.46352010268648	0.9
5.08691562605255	1
1.95401842189548	0.95
3.06795212060215	1
2.32343219087927	0.8
3.49133689149917	1
4.42616294541802	0.95
4.62024382443862	0.95
5.69773466077472	0.95
6.47150484273523	0.95
7.1877263041166	1
6.20847091120394	1
5.18237908505005	0.95
4.89031375452191	1
