as.vector.log.thetas.	as.vector.coverage.probs.
2.24305164767188	0.85
2.1196121288186	0.95
1.81711106704923	1
2.82686832782395	0.85
2.0658691972545	0.85
1.87983682953314	1
2.38300983116768	0.9
2.18556868151038	0.95
2.08168051605737	1
1.41040699330445	0.85
1.14332912754573	1
1.49412023772385	1
1.52910110345576	0.95
2.41446837571982	0.95
1.93357475490152	0.9
2.42677046981173	0.95
1.81907528493535	0.95
1.09926211890809	1
1.3282769752066	1
1.21453282410935	1
1.84670112250082	0.85
1.70080282283673	0.95
2.19520020736372	0.95
1.33230897756582	0.95
1.72986986239472	0.95
1.41812206882722	1
1.21568132246632	1
1.18713040317516	1
2.41385593475347	0.9
1.78593055104384	0.95
1.78436058908187	0.95
2.37203461115053	0.9
0.772392464491521	1
1.24673957101001	0.9
1.64008392177454	0.95
3.23472002259355	0.95
2.17461054258054	0.95
1.7835147990009	0.9
1.66828741891419	1
2.57515122423434	0.9
2.11547777213909	1
1.53088588257708	1
1.02430967188481	0.95
1.19975522131832	0.95
1.69871039556479	0.9
1.26662243293851	1
-0.0171022369887026	0.85
1.86682972779794	1
1.54401095134019	1
1.86805471424564	0.95
1.0062955519683	1
1.5063003755947	1
-0.271208198469489	0.7
0.509679754189461	1
0.842035040269456	0.95
1.28072391354164	1
1.67885760074942	1
1.81822449570547	0.95
1.69408929973337	0.95
1.88802801145511	0.95
1.53524008013408	0.95
1.77530280665386	0.95
0.15220168201053	0.9
1.95603958163559	0.85
2.10196663391932	0.9
1.04666828211839	0.9
1.89257422271225	0.95
0.603627947197762	1
1.56795922394133	1
1.00612569339718	0.95
1.50673593405184	0.9
2.05262821310978	0.95
0.253943651032152	0.95
1.75776509550566	0.95
1.1034242066219	1
0.0169391688233342	0.85
2.07597245251673	1
2.34302146554631	1
1.39892379944437	1
2.38016332018309	0.95
1.34742181343808	0.95
2.76842124976514	0.9
1.69859928973288	0.9
2.24283723744091	1
1.49087689063762	1
1.70451164784379	1
2.87375831682416	1
1.90001713459372	0.9
0.566082248624815	0.85
0.462092356588553	1
1.58347056259259	1
1.59823663042659	0.95
0.796554473318213	1
2.1260654531395	0.95
1.79440883932795	1
2.07628865286036	0.9
0.782246699695056	1
0.362282355877156	0.95
2.21393296015138	0.8
1.83049064035416	1
2.1053179715748	0.95
2.26920296094749	0.95
2.17575653101737	1
0.223441554457627	0.95
1.15818213389897	1
1.01564102378136	0.95
1.54617555955145	1
1.30179762316829	1
1.16295781185857	1
0.535793821835012	0.95
1.98508493442135	0.95
2.05411523802752	0.95
1.23552315737431	1
2.03847433929268	0.95
1.45493479043307	1
1.21398966776437	0.95
2.1197142849015	0.95
2.56117505167113	0.85
1.41850945089665	0.95
1.50557461454216	1
1.40729970514424	1
-0.170402552673035	0.7
1.03471477468993	0.9
0.747155114602235	0.95
-0.231083593288635	0.85
1.40639657447255	0.95
2.81152556893318	0.95
1.46360394056606	1
0.916825021246708	0.95
2.03370139062505	0.95
1.10966938568952	1
1.04635721297634	0.95
0.765864621848397	0.95
0.903350953869484	1
2.58208424444081	0.95
2.84154126360534	0.9
1.29679903272834	0.95
2.42136925143249	0.85
0.661638039894242	0.8
1.90412669769899	0.85
1.09232000435781	1
1.07617351212325	1
1.03098952890915	0.95
2.34720653703359	1
1.34589583111775	1
1.62084745870917	0.95
1.02454448491387	1
0.579806144135631	0.95
1.89551357158134	1
1.97981453325101	0.95
1.81722587218951	1
0.0891048394506329	0.8
2.78941825879635	1
1.42923454984755	0.95
-0.134666351882853	0.8
0.532354676131341	0.9
0.975610016697887	1
2.66278760364683	0.95
1.60006583444877	1
0.838539313070905	0.95
1.40297616977971	1
0.984971945554495	1
1.74173040616872	1
1.90429078038942	0.95
1.90222619766387	0.85
0.597098143567792	0.95
1.30366293642731	1
1.64245220588446	0.9
1.24253796623492	0.95
1.59832247518772	1
3.11446544460441	0.9
2.49218678391037	1
1.15432744400015	1
1.64426356936625	0.9
2.02691913639003	1
2.05162198918173	0.95
0.831064584679018	0.95
2.25880534283888	0.95
2.72335422162965	0.85
1.68726918046314	1
1.277926805266	1
1.82231444961284	1
0.22276773185183	1
1.5261886903915	0.95
1.53728769219297	0.95
2.07954448515563	0.95
1.25143725912828	1
1.81564229917961	1
-0.139404581012876	0.75
2.40871693471636	0.95
1.65740573913436	1
0.898123774099651	1
0.967245484878664	0.95
1.53794433831746	1
1.38100441531254	1
2.39439189241201	0.9
0.789937581299318	0.95
0.732702328137305	0.95
1.45970212601604	1
2.04060007466785	0.9
1.14456855154607	0.95
1.27820792424468	1
1.33774230760741	1
3.21903363235167	0.9
2.63330775280752	0.95
1.17632249211737	1
1.55221847467161	1
2.09715205412554	0.9
2.0296063865516	0.9
2.38319316586335	0.95
1.18119490269068	1
1.09177292555073	0.95
2.26191852649972	1
2.49627970469311	0.95
1.17863365446388	1
1.39141382886682	1
1.79013457654998	1
1.64578549018219	0.95
0.899546930390127	0.9
3.09922087771125	0.9
1.66221358209696	0.9
2.89117398222794	0.8
2.52873734834315	1
2.77743630847844	0.85
2.56924725936448	0.95
2.3749918587776	0.95
1.53299551013922	0.95
0.641214128582037	0.95
1.59435460390912	0.95
0.32272592852597	0.95
1.24517015544131	0.95
1.76255448965995	1
1.35410192914283	0.95
1.22059288320456	0.95
1.60984025572126	0.95
0.158593285767741	0.8
0.86693490881486	0.9
1.21663643020236	1
0.856694136205842	1
1.12303490113229	1
1.04826325632941	1
2.61232638083188	1
1.87996638833404	0.95
1.2833168991096	1
1.68673876612969	0.95
2.71549366032761	0.85
1.69748261534427	1
1.58605552084165	0.85
1.38413888263858	1
0.778747765393312	1
1.44199035762882	0.95
2.49537000226841	0.95
2.58404167051076	1
2.03044721828205	1
1.94794894665426	0.9
1.10563814194209	1
0.944801889083251	0.9
1.38823111376687	0.9
0.82393907553701	0.95
1.39248346169337	1
2.81913371034649	0.9
3.0432052139021	1
1.59203289369747	0.95
1.63036533620236	0.95
1.9772480704375	0.95
1.13033501124335	1
3.61568229620944	1
0.653407949459208	1
1.83271934460944	1
0.551027013794509	1
1.66027861979864	1
1.46463040847806	1
2.25854995116481	1
2.18426593179235	0.95
1.40706354952175	1
1.61115733895998	0.95
1.47662176025363	1
2.3379027031559	0.95
2.02479743883341	0.95
0.685758977838544	1
0.635978986230131	1
1.28527300703358	1
0.0509476415634369	0.6
0.568050530297839	0.9
3.04151759253346	0.85
0.785424898104643	0.85
2.35432329620336	0.95
0.542922872883075	1
3.15090776153109	0.9
2.23974127253774	1
1.56965363275401	1
1.53906767988036	1
3.5203757472972	0.95
0.770512665198954	1
1.24606923091075	1
0.902549704174566	0.95
1.91025658507419	0.95
0.917465852938622	0.95
0.114088092142778	0.9
1.52509454421885	0.9
0.895699409708235	0.95
1.95380461723759	1
1.56279567684445	1
0.760175109185195	0.95
2.09924365276044	0.85
2.45065651703185	0.9
1.53787148455233	1
2.51228483214805	1
2.94871265346476	0.95
2.19002748547299	0.85
1.62100649222131	1
1.21923369471978	1
1.71936764297463	1
2.38647285244176	1
1.38285851860658	0.9
1.28004085254356	1
1.85405587644699	0.85
3.91545291989689	1
1.18133044002963	0.9
1.36470946383564	0.9
1.4123246296483	0.95
1.74686228845167	1
1.25920854274434	1
1.39782619446677	1
1.68122044760391	1
1.22932151722424	0.95
1.5909637601057	1
0.890343321627026	0.95
1.31422765095531	0.95
1.7584285523384	0.95
2.19663430961158	0.95
1.46175157990199	1
1.52501815517244	1
1.36835385830647	1
1.74308958187824	0.95
1.60334191160536	1
2.07158674695009	0.9
1.42212547240268	1
1.12246102073703	1
2.10972144197901	0.95
1.90286542193135	0.9
1.83205338351627	0.95
1.11498444861886	0.95
-0.232338584023865	0.85
2.81422522286905	0.95
1.70232366298715	0.95
2.20541402905976	0.95
2.41156232223499	1
1.24622241802286	0.95
2.59731078411611	0.8
0.955451423002775	1
1.4742052517247	0.9
1.96972674422092	1
1.24104675873609	0.9
1.50512309819818	0.9
2.82025061052907	1
0.98353335047219	1
1.80773145086781	1
0.804117741257553	1
0.731264658756327	1
1.89685707716001	0.95
1.0185883384379	1
1.18844968076332	0.95
1.29522472524447	0.95
2.29476894598277	0.8
1.47132595528605	0.95
1.45792234674683	1
1.83657341754338	0.95
2.40483763010583	0.95
1.982952302481	0.95
1.98044005717461	1
3.35571660909238	0.95
2.19361095396421	0.85
2.51461160370095	1
1.27251332509036	1
1.85068380307672	1
2.31043419547294	0.95
2.29766508101423	0.95
1.80281582657495	1
1.07052512963636	1
0.807282592282199	0.95
2.46661013803844	0.95
1.47664185191981	0.95
0.989500343317414	1
1.38631502973399	0.95
0.479772857095296	0.9
1.84908495816022	0.95
0.411065252346745	0.9
2.83005565288591	0.95
1.74762025384573	1
1.82631532855485	1
2.32425404559406	0.95
1.5403479508356	1
1.5248141475624	0.95
2.40383240676992	0.95
0.590531392953721	1
1.17606119053201	1
1.43834632212254	0.95
1.52831965421388	1
1.33288021027796	1
1.30082966430003	0.9
