as.vector.log.thetas.	as.vector.coverage.probs.
3.15073033196781	1
1.58335640541796	1
3.48669479950882	0.95
3.51670214710845	1
3.85638027017113	1
2.99279492710032	1
3.48845663887047	1
0.659472244246387	1
1.46834839795205	0.95
4.66136836103201	0.95
1.08985821745438	0.95
3.74426790849981	0.9
4.28946633808813	1
1.50061239292656	0.85
2.15897567771945	0.9
1.23653059874476	0.95
4.13572710122854	0.9
1.1160790951292	0.95
0.434616418813956	0.95
2.49687522388969	0.95
1.12598458735236	0.85
3.68269666615893	0.95
1.26026635211677	0.85
2.60862489271988	1
3.50339921491741	0.9
0.336400211423391	1
1.49723098637428	0.9
2.60210718939007	0.8
2.5936291833626	1
3.07291281361054	0.9
3.70404846869725	0.95
1.0166546738815	0.95
3.23732698944042	0.95
3.41703879044828	0.9
1.84095564062639	1
0.837243313763759	1
1.74972029085841	1
1.62984627295271	0.95
4.37145947545681	0.9
5.64237255152236	0.95
0.382871454156998	1
1.86747548423352	1
2.20338503708491	0.9
4.44585452163668	0.95
1.95255190954659	0.95
0.620211007019645	0.95
3.04944022253181	0.9
4.41614008272355	0.9
3.89040721770089	0.95
4.05590866335585	0.95
2.80505389030229	1
1.77739384741782	0.95
2.52194452062221	1
3.34232968387215	0.95
0.840871821821465	0.95
3.54211153886282	0.95
3.05917832478417	0.95
2.28649500851514	0.95
3.81313153247176	0.9
2.31261118572684	1
0.652527924426813	1
1.8849359293409	1
3.83577814182117	1
4.06308809094822	1
2.43241661790259	0.95
3.3395932271001	0.95
0.574391108739467	1
4.34275005732122	0.9
2.32537317490885	0.9
1.95058006594456	0.9
1.3802763089817	0.9
2.14533368958542	0.95
1.08927601039019	1
3.81875478240427	0.95
2.80413224049311	1
0.545680846596158	0.95
2.38347555183507	1
-0.768619841551816	0.95
0.734357351467662	0.95
4.15772401770692	0.95
2.32194363569656	0.95
3.03529843334646	0.95
3.84455127277966	0.9
2.08533036271552	0.95
3.77000240484251	0.95
0.528724720675819	0.95
2.28165768876939	0.95
2.27805628374457	1
4.73913576382989	0.9
4.38401048050974	1
2.53406109229753	0.95
3.88009844089607	1
2.02297242134277	1
4.11497644469493	0.95
1.87017400404257	0.85
2.13745328591422	0.9
3.80622732015584	0.95
2.13541145051397	0.9
4.8205804626522	0.9
-0.0540904076818891	1
1.73568022320715	1
0.564177272494041	0.95
2.54177096243725	0.95
3.65217174113812	0.95
2.18142401619676	0.9
2.80620496606353	1
3.0584944516328	0.9
2.37502759898532	1
2.41976874953607	0.9
1.34162662284567	0.95
3.01722070703701	1
2.88394255634476	0.95
3.99520824429549	0.95
3.37559838984782	0.95
4.11396260616957	0.9
3.06084456721489	0.95
2.14506993358916	0.95
2.39449224079263	0.95
4.60717207220202	0.9
1.20575952788536	0.95
0.914285910501361	0.95
2.59829330517963	0.95
3.53224752556698	1
3.88831658387152	1
2.70806103285285	0.8
1.81456903903825	0.9
3.21988348857247	0.85
1.09051114213214	0.95
-0.448803486920501	0.85
4.775436913614	1
3.5588222009004	1
2.92047584771869	0.9
2.7940030657182	0.9
1.78470209322277	0.95
2.07474587797648	0.9
3.62712650127783	1
1.50544729102795	0.95
3.5695483036996	0.95
1.33556867841867	0.9
2.28863889494761	1
2.00813390317205	0.9
3.94323783186879	1
3.84685208871055	1
3.3880880172541	1
3.65604536580379	1
0.553770704175923	0.95
-0.450823087492158	1
3.13121464152149	1
2.88405901127726	1
1.24646733669289	0.95
4.84747728804472	1
3.81488590165479	0.85
1.51995570096501	1
1.27143104044788	1
3.9795565778908	0.95
3.2109152951319	0.9
1.66031197086817	1
1.88115948212414	1
3.14047978116355	1
3.34160898451841	1
2.34460185707456	1
1.40397021392222	1
3.5652815840479	1
0.218300514310869	0.95
3.63698481240754	0.95
-0.124364630052045	1
3.33144303676239	0.95
0.599135475440326	0.9
0.657906446960125	1
0.93634316867222	1
1.93861263654996	0.95
2.65846761506601	0.95
1.38239470332725	0.95
2.33028740545878	1
5.46795326844167	1
2.064029978973	1
2.34967439818172	1
0.874731304645052	1
2.86974232046094	1
-0.0145184102791562	1
1.25396252375339	1
2.50253349152529	0.95
1.70972748147167	0.95
3.34098620620691	0.95
2.49543515979337	0.9
3.26461625513816	0.9
0.936838022188218	0.95
3.92419154607061	0.95
2.30867531353269	0.95
0.799520014459934	1
3.28305484886275	0.9
2.96851636731415	1
1.79313872564162	1
1.40260679899432	1
2.37997562167388	1
1.30773927034414	0.95
4.02106916982384	0.95
3.49760251372352	0.9
2.49357220814174	1
1.51510822164754	0.95
2.22453501426376	0.85
